stemming_ulasan,label
suka belanja shopee diskon gratis ongkos kirim lainlain belanja pa ai shopee player saldo isi mudah cod pokok ok shopee depan,1
kasih nilai deh nagih muluk biar puas kasih deh saran tolong fitur jual batas beli ambil cod fitur cod pulau daerah kirim pulau sedia cod estimasi barang pulau pekan s hari beli jasa kirim economis hal ganggu jual uang tunggu rentan,1
heran lihat shopee pakai voucher gratis ongkos kirim tetep mahal gak pengaruh cod lambat nyesel download shopee,1
knapa bayar pakai transfer bank gk gratis ongkos kirim tolong donk baharu pakai cod mahal biaya tangan,1
aplikasi lambat aplikasi lancar sistem cod gak gak batal pesan tolak paket kecewa,0
order brng dr tanggal trus tanggal dikirm seller e tanggal brng e chat ma cs e suruh batalin pesan g brng g nerima brng e akun kena penalti sitem cod g pakai mebagongkan sengaja tolak brng estimasi pengirman e kurir shope express bayangin dr tanggal brng nyampe,2
voucher diskon gratis ongkos kirim promo tarik cod cek,1
suka aplikasi saran metode bayar cod hilang min sebentar liyat kurir cekcok planggan internet banking primitif biar kaya suru indomaret alfamart bayar kasir tipu kurang iseng ngerjain sen peke metode cod alamat cari ga ketemu nomor ga hubung,0
manfaat perlu dadak akun shopee cod,2
tolong baik kurir paket minggu gak paket kembali jual customer kecewa kurir gak barang customer cod guna langsung bayar kasihan customernya kecewa kurir shopee ekspres,0
shopee bagus bayar cod pakai gratis ongkos kirim kirim cepat kirim tunda kurir hubung beli aplikasi tulis beli tempat hubung,1
aplikasi login akun susah ampun shopee verifikasi wajah ok scan qr code hape deh gak musibah eror servis total aduh ngadi aplikasi shopee pindah aplikasi bendera hijau verifikasi gak ngadi,2
cod pakai shopee express pesan gagal kirim beli tempat hubung kirim esok rumah ga kmn nunggu paket dateng no hp aktif kurir pastiin hub langsung main kirim besok ga hub dr kurir,2
berat benar bagus sayang gak cod,1
ribet ambil point scan masuk pin scan barcode simple,2
akun ku boikot gak cod batal pesan batal ttp pesan toko rubah pesan pesan gagal tulis aktifitas curiga,0
cod gak gara batalin pesan belanja gara batalin pesan cod langsung hilang,2
shopee teliti beli lihat deskripsi salah toko lambat tim expedisi teliti nyaman shopee bawah rb cod terima kasih shopee,1
sukak aplikasi bantu butuh saat kondisi indonesia serang covid belanja apa rumah cod ribet tf barang jual sesuai gambar pokokknya love shopee,2
shopee kesini turun perfomanya loading jaring bagus voucher gratis ongkos kirim cashback penuh syarat biaya tangan cod biaya mahal barang pesan,1
mana voucher potong gratis ongkos kirim cashback metode bayar shopeepay tera klaim chekout barang guna suka metode cod iyg nabungin sisa uang belanja nge shopee vouchernya shopeepay kuota bulan vc games kuis masak bikin akun biar voucher metode shopeepay capeek deeh,1
tokoh shoope curang pdahal mode pilih cod cek toko boleh planggan cek all hasill toko amanah curang mohon usaha shoope baik smua skarang mlh bnyak tipu toko shoope,0
senang belanja online shopee cod cek moga layan shopee bagus sukses,1
coding berat loading proses filter masuk keranjang bugs nominal otomatis sum select hitam,1
lambat loading bayar cod gak pakai seabank belanja ribet,0
kesini susah order barang enak belanja max jenis produk kli cekout pke voucher gratis ongkos kirim minimal order toko voucher batas ngorder cuman make voucher gratis ongkos kirim pke cod shopepy shpaylater,1
brang batal padahl brang blom serah kurir batal pulang kampung jual salah pukam lamain kirim bilang jual pulkam brang cod brang terima kurir batal,0
tolong shophee expedisinnya kirim nyampai tuju cekout rumah untung cod,1
bug jasa kirim loading terus ga ujung pilih jasa kirim ngerefresh melulu jual cod cek pilih ngerefresh melulu pilih cod cek ngerefresh melulu pakai shopeepay melulu,1
suka belanja dishoppy salah maaf kurin kemarin marahin mbak kataya gk diruma jagan pesan cod pergi kurir pakai terima kasih,0
jual kah pesan beli metode bayar beli bayar pakai sopepay later tolak metode bayar beli toko belah tokped metode bayar gak cod terimakasih tolong baik makasie bantu,2
aplikasi shopee buruk cacat login susah pakai no hp isi code salah masuk sandi salah tahi kecewa pedahal belanja jt dagang hp pakai rusak ganti hp masuk login sulit kecewa,0
harga shopee murah kualitas bagus kecewa kirim cepat jamin uang bareng skrg fasilitas cod bayar tempat bareng,1
percaya terimakasih belanja shopee aplikasi shoper andal dlm belanja jarak suka belanja sistem cod rumah cari uang biar belanja,1
x kirim alamat batal belah kurir alamat hubung nelpon konsumen shoppe cod batal x non aktif cod kurir gk hbgi call alamat terima konsumen belanja aplikasi shoppe,0
saran coba deh shopee tambahin metode bayar dompet digital dana ovo lainlain e commerce biar mudah gk mbanking gk rumah bayar alfamart indomaret barang cod,1
parah shopee kapok hapus toko hijau belah jujur jual tipu jual judul kirim untung cod balikin order beda jam cancel gk kirim chat jual buka balas kapok toko hijau amanat baik shopee hilang langgan,1
tanggal kemarin terima paket metode cod cek kurir cek logo fragile tanda fragile cek,2
pesan hapus apl bijak repot guna nonaktif sistim cod akun terimakasih layan,0
repot blanja onlen pakai fitur cod ga paket ga no hp kurir ga ketemu blanjaan langsung batal otomatis shopee coba deh shopee kirim kasih informasi jasa kurir jdnya ga repot,0
mudah belanja repot dateng toko store cod skrg s pay latter mantepp pokok belanja bayar aa bahagia terima kasih shopee,2
aneh akun batas alas tagih spaylater tagih shope riwayat bayar lunas ceck out barang bayar metode alfamart aneh buruk nilai soppe costamer rutin beli online paket rumah cod salah tinggal beku shoppe spaylater ampe akun kena hingga gx ceck out barang bayar cash,0
bantu layan cepat cod,1
kecewa vocer sedia vocer ongkos kirim pakai min rp terang cod shopeepay leter pakai potong ongir cuman tengah gak kaya gratis ongkos kirim full vocer cashback gak pakai tambah aplikasi lambat maaf ubah bintang,1
shopee toko gk bayar pakai saldo shopee error gk bayar barang sen cod takut kena tipu,0
gratis ongkos kirim minimal belanja rp kacauu males check out pindah toko belah fitur cod suka error males indomaret biaya admin bikin rugi,2
butuh penuh shopee tinggal klik moga cod mudah,1
susah login suruh verivikasi pakai barcode ga masuk akal scan bayar shopy lambat shopee sembarang,0
bagus mohon cod hilang alas batal oesanan pesan kirim cepat shopee is the best,2
hallo kak shopeepay sya gak pesan barang checkout bayar shopeepay gak jaring klau isi saldo shopeepay lebih kak heran sya checkout barang bayar sistem cod sya checkout beli barang kak sya log out aplikasi trus sya download tetep gak bayar shopeepay kak,1
suka males belanja shopee ongkirnya suka mahal rb bah kah iyah gratis ongkos kirim pakai shopee pay gratis ongkos kirim shopee pay pilih bayar ga cod pilih bank ga bank danamon ga virtual account kena biaya tambah seribet produk bagus tolong mudah,1
kasih bintang yah overall apknya bagus barang bayar ga ramah dikit banyak cod transaksi kasi dikit ajar transaksi mohon kerjasamanya mimin shopee tambah fitur cod mudah cod terimakasih,2
susah cari gratis ongkos kirim ongkirnya mahal barang cod tas,1
aplikasi online konsisten bayar toko terap cod chekout transfer voucher ga ga konsisten beda aplikasi online belah,2
hp reset otomatis log in shopee sesuai id password x coba tetep gak henti qr barcode kekeh masuk krna tagih pesan terima,1
mudah cepat reture bareng ga ribet hitam cod pay later pokok puas belanja shope,1
suka belanja shopee murah harga banding sistem cod minimal beli barang bayar cod kaya toko belah minimal beli,0
mohon baik mitra jasa kirim barang jnt daerah tepatny denpasar barat keluh returt barang trus sebab opsi cod non aktif gagal kirim padhal beli salah kurir jnt tolong kasi warning jnt ny google review ny jnt area buruk mohon tindak menghabat coba pick up hub ttep gagal ambil paket alas koli,0
aplikasi anggap mudah jual beli ubah makan biaya jual kena biaya admin beli cod kena biaya tangan mudah jual beli sebulum beli dropshiper susah isi formulir ubah status terinput parahh,2
jual beli online bagus shoppe dasar ribet cod barang sesuai terima kembali spylater ribet tertib limit,1
aplikasi cod baik cepat suka moga aplikasi kembang iklan resah semangat admin,1
puas guna belanja shopee harga murah diskon promonya suka kasih voucher gratis ongkos kirim bayar cod bikin semangat belanja tahan yaa terima kasih shopee bantu kala butuh rumah harga ramah produk limpah,1
bintang harap gratis ongkos kirim batas cod aplikasi baik berat saat klik pilih barang mundur lambat cepat jasa kirim,1
shopee udh bagus cmn kasih saran tolong voucer gratis ongkirnya dibanyakin cod habis suka habis tanggal voucer dilamain pesan dateng smpe skarang pdhal estimasi tunggu smpe tanggal sbelum tanggal udh smpe tetep sukses yah shopee moga stlah update,1
alas langsung turun bintang aplikasi maksin berat bugnya gratis ongkos kirim jasa kirim peroritaskan spx cod mahal pindah aplikasi belah enteng murah gratis ongkos kirim lambat,1
batas layan cod ga dipake cod muncul lampau batas layan cod maksidnya ga banyak fitur ga endingnya bikin nge lag crash baik layan biar gercep ga lemod ga ga normal prima,1
pesan barang set top box sesuai type pesan kembali gara cod iklan cod belanja shopee indomaret dana shopee pay milik aplikasi dana shopee pay malas belanja shopee indomaret kompleks rumah suka belanja shopee hal tsb pilih praktis cod lazada bukalapak,1
produk voucernya aplikasi tarik bayar susah bayar pesan barcodenya buka ulang buka pusat bantu bilang browser dukung arah cocok terima kasih,1
kesini gk pilih kurir sedia cuman spx make kurir spx retur pesan ku cod nunggu return kurir malas males baik kurir enak retur hemat cod gausah hemat cod sedia fungsi,2
jual barang palsu gak resmi hdc parah ngajuin batal admin seller bilang tuju tau kirim ngechat customer service biar paket gak terima gak solusi suruh bayar cod udh ngajuin kembali barang dana blok seller tolong teliti awas seller jual barang tiru hdc solusi aju kembali barang,2
belanja shopee wahh cepat kirim produk sesuai pesan cuman cod kakak bayar transfer alfamart,1
selamat malam mhon maaf mu no kurir cantum dung sen cod gagal kurir dateng rumah hub beli gk hub kurir tolong cantum kasihan kurir deh jadi salah ny salah beli salah kurir salah beli lupa titipin kurir salah hub beli terima kasih,0
kurir shopee pelit pulsa gak telpon paket pergi paket cod kirim jual kecewa pagi sore stabay kurir gak nelpon wa ngabarin paket payah kurir shopee,0
expedisi shopee salah alamat kurir bingung pesan sistem cod,0
kak tera bayar check out cod gk pakai filter jugak gk mohon baik aplikasi shopeenya min biar apk online shoping bagus kecewa terima kasih,0
senang belanja shopee toko ngecewa i langgan sen baju buah bayar cod bayar barang sen kosmetik sen ajuk kembali payah tarik dana verifikasih terang suka belanja shopee catat toko jagan ulang,1
belanja shopee simpel sistem bayar cod ok knapa pesan lwat cod batal jual jual barang bilang ga kirim,0
apl shopee belanja mudah dalam sperti cod bantu brapa belanja shopee kecewa tahan terimakasih shopee,0
e comers bagus aplikasi berat besar makan bnyak memori mitra ekspedisi kirim saran transaksi pke mode transfer bank barang kirim pke mode bayar cod,2
heran shopee fitur cod bingung pakai cod ehh update parah tolong sulit cod shopee metode bayar cod gak cod hapus cod,0
pesan shope bagus cpt amanah ngak cod beli ulg ngak cod tolong baik lagy cod ngak retur pesan bayar ambil kantor ngak cod pdahl pesan lipstik,2
cod sen gak cod tolong,2
mohon jasa kirim otomatis tentu klu cod pilih bagus klu bayar pakai shopeepay pilih cepat kirim cepat barang cod barang bayar shopeepay kemarin bagus shopee pilih kirim dipake sdh susah pilih kirim suka,1
kesini kesana isi saldo sp kena biaya pakai ibanking kena biaya cod udh pakai gratis ongkos kirim kena biaya layan rban transaksi kena biaya layan baik e commerce percaya tambah min bikin fitur blokir ekspedisi ekspedisi pakai sesuai customer suka lupa ganti ekspedisi dipake,1
shoppe bantu belanja bayar listrik pll lainlain paylater bantu shoppe pay habis aplikasi stabil gantung jaring bagus ngk spinjam aktivasi pasahal belanja cod kdng paylater lambat bayar spinjam aktivasi syarat smoga depan bagus mudah sya makek shope hp ram gb lancar,2
sayang nge lag parah bug baru apk log in out deh coba ttep sinyal bagus kuat buka apk youtube lancar ngeselin jasa kirim shopee xpres reguler cod nyampe tahir sen barang jakarta barat nyampe buset deh lambat parah,1
bug blank buka apa paham alami programer harga harap programmer shopee selesai bug programmer shopee semangat serah musuh utama mu bug coding kalah bug ganggu mu kawan,1
shopee tolong teliti pesan barang cod brang nyampek sampek batas tentu barang pesan deh nyampek kota tuju jual cod tutup blokir kurir kirim hubung lokasi pesan nak langgar cod tutup blokir mohon perhatiak terima kasih,1
aduh bel batre xiaomii cod bayar pay toko ga censel curiga bilang baarang ory eh barang imitasi harga x lipat dr harga imitasi kecewa,0
aplikasi berat menit buka layar suka ngefreeze simpan hp sinyal stabil aplikasi baru voucher susah metode bayar batas cuman bayar cod spay gabisa bayar indomrt cod biaya tangan besar susah gin,1
bayar paylatet cod langsung mudah cepat,1
gak bayar cod wlpn barang gk ribet jalan bayar indomart alfamart pakai kartu kredit sistem cod toko shopee belanja nyaman duduk diam rumah nunggu barang gk ribet bayar outlet outlet deket,1
bantu uang belanja shopeepay paylater antar pintu rumah cod pokok the best,2
bantu shopee harga murah review ragu belanja online berkat shopee solusi ehehe tenkyuu shopee promonya gratis ongkos kirim cashbacknya hemat deh fitur codnya mantap cs shopee ramah kendala keluh enak ngefollupnya,1
akun batas gak salah sen cod bayar pulih malas ribet upload data,0
batal pesan ganti metode bayar minta batal menit cekout maksud batal hasil cod tf fia bank aju batal tuju jual pesan kirim dobel jadi kwcewa salah aplikasi penyual evaluasi,0
expedisi anteraja expedisi kocak shopee kirim pesan tanggal tanggal status paket estimasi tanggal tanggal status paket paket terima paket non cod beli rugi,1
belanja shopee enak untung harga murah harga toko cod gratis ongkos kirim barang kirim sesuai pesan kembali uang otomatis kereenn,1
metode seller wajibka cod cek bagus jamin bantu penuh butuh hidup orang,1
belanja ribet shopee potong ongkos kirim bayar pakai seabank klu bayar pakai bca ongkos kirim mahal codbiaya tangan mahal belanja mudah sulit,0
aplikasi belanja lengkap bagus sayang jadi kecewa proses kirim konfirmasi pribadi barang nyangkut skrng bayar cod,2
